vehicle1.identifier,vehicle1.trajectory,vehicle2.identifier,vehicle2.trajectory,vehicle3.identifier,vehicle3.trajectory,vehicle4.identifier,vehicle4.trajectory,vehicle5.identifier,vehicle5.trajectory,distractors.butterfly_level,distractors.bird_level,distractors.far_moving_vegetation,distractors.close_moving_vegetation,occultants.solid_level,occultants.semi_transparent_level,capture.illumination_level,capture.global_light_change_level,capture.local_light_change_level,capture.heat_haze_level,capture.humidity_level,capture.fog_level,signal_quality.force_balance,signal_quality.luminance_mean,signal_quality.luminance_dev,signal_quality.chrominance_U_mean,signal_quality.chrominance_U_dev,signal_quality.chrominance_V_mean,signal_quality.chrominance_V_dev,signal_quality.blur_level,signal_quality.static_noise_level,signal_quality.dynamic_noise_level,signal_quality.frame_instability,signal_quality.line_instability,signal_quality.compression_artefact_level,label_(0_if_usable_and_1_if_not)
11,4,10,1,7,6,10,5,1,6,0.0658089,0.1586875,0.5370155,0.338517,0.6848305,0.1371412,0.6664305,0.2785126,0.00751,0,0,0,0,114.28005,42.846885,128.3205,13.7783,132.6625,6.36357,0.101845,0,0.393413,0,0,0,1
4,3,3,1,4,3,11,5,15,1,0.2300979,0.0479936,0.807006,0.635007,0.399631,0.373083,0.503072,0.1704665,0.3647105,0,0,0,0,132.475,40.59298,132.048,20.02095,124.6375,19.61979,0,0,0,0,0,0.8917005,1
7,4,9,4,8,4,10,3,7,3,0.4819276,0.0368539,0.5448121,0.2446722,0.5764099,0.4098414,0.7034176,0.1646807,0.3389176,0.0123335,0,0,0,109.22245,49.329044,126.26562,8.5514125,123.59825,23.76955,0.1468177,0.126659,0.4569051,0.0932981,0.0817126,0,1
3,6,9,5,5,1,10,6,10,4,0.2400183,0.0131256,0.9270415,0.2490861,0.46586,0.467956,0.610381,0.0883225,0.3894015,0,0,0,0.5,118.104,13.22428,120.02,10.753275,120.85,22.65965,0,0,0.313704,0,0,0,1
8,7,3,3,9,5,7,2,8,3,0.1359977,0.1081305,0.6488757,0.6427858,0.3485147,0.6662697,0.678664,0.102967,0.22471,0.0594035,0,0,0,126.72005,57.3153,123.20025,11.98146,135.34875,7.4580575,0.0695542,0,0.1650345,0,0,0.323145,1
8,3,10,3,12,6,8,6,5,6,0.1039772,0.1019008,0.7365858,0.2658005,0.8516125,0.1900571,0.7499522,0.0204426,0.0125294,0,0,0,0,87.200075,60.13538,127.862,16.290475,134.0135,8.86067,0.3899365,0,0,0,0,0,1
10,4,10,3,9,4,9,5,5,4,0.1601174,0.0815201,0.5764087,0.2548179,0.7527507,0.3884944,0.686477,0.1427236,0.1794087,0,0,0,0,100.5808,45.701694,128.17625,9.5454338,128.45513,9.0295825,0.101845,0,0.1652079,0.3247714,0,0.213098,1
8,4,10,3,9,3,10,5,4,4,0.0811076,0.1217709,0.7567124,0.2400668,0.6056429,0.4192061,0.5739927,0.2974197,0.2929146,0,0,0,0.3125,100.17578,54.247007,125.09156,15.823966,126.60262,13.14442,0.0869339,0,0,0,0,0.2885446,1
5,2,11,4,10,4,4,3,4,3,0.1757905,0.551915,0.563954,0.3185615,0.4172601,0.3184925,0.73295,0.0877383,0.1258386,0,0,0,0,112.4925,29.5307,130.913,27.70555,136.9105,23.1254,0.498165,0,0,0,0,0.484926,1
7,3,9,2,6,2,14,4,5,2,0.1573929,0.1057231,0.7489853,0.267793,0.4478956,0.5477823,0.38572,0.5091285,0.3937051,0,0,0,0.25,105.536,46.344715,127.51325,22.251275,118.072,21.241675,0,0,0,0,0,0.6450908,1
4,5,7,4,8,2,5,5,11,4,0.1713603,0.1077135,0.6290712,0.2227888,0.6090805,0.5100552,0.4161246,0.2335444,0.2026571,0,0,0,0.25,119.35213,47.36624,126.691,18.736588,121.0565,19.704363,0,0,0.156852,0,0,0.213642,1
5,3,8,1,13,4,8,4,7,7,0.1420405,0.2227964,0.593921,0.8158506,0.4562646,0.3665326,0.3972227,0.3482063,0.2399722,0,0,0,0,117.57022,36.011553,132.71475,17.67398,123.5735,27.32185,0.0768391,0,0.3841216,0.0466491,0.2640959,0.1692591,1
7,3,10,5,6,4,9,4,5,5,0.1255717,0.180716,0.6873173,0.5005469,0.4899351,0.6409222,0.540198,0.1481061,0.1806916,0,0,0,0,117.53125,55.462022,127.69937,15.579917,128.61406,13.485666,0.3260508,0,0.0826039,0.1623857,0.0691713,0.106549,1
7,6,8,4,6,3,7,5,9,5,0.3504882,0.2339261,0.5895811,0.4545913,0.5210864,0.3793911,0.6257596,0.2570937,0.2182845,0,0,0,0,143.4639,35.342185,130.83156,25.18138,126.15844,13.149349,0.1011873,0,0.1041319,0.0578683,0,0.636125,1
5,6,14,7,5,1,2,4,2,4,0.1829515,0.3240637,0.6446245,0.4203985,0.897318,0.3617375,0.7746615,0.467795,0.3583985,0,0,0,0,122.358,44.71915,126.803,17.25138,126.391,11.95229,0,0,0.3917675,0,0,0.484926,1
6,3,8,3,10,6,10,4,4,4,0.189282,0.100951,0.73017,0.4515383,0.3843443,0.2767491,0.7146011,0.0855535,0.2669868,0.0179407,0,0,0,106.02976,68.555975,121.49775,15.475292,129.7195,12.575733,0.1892646,0,0.3479262,0,0,0,1
5,3,7,4,6,5,11,2,5,2,0.2442432,0.0762223,0.4441169,0.4352969,0.475584,0.7672177,0.5703081,0.20323,0.6837279,0,0,0,0.125,147.533,29.633495,131.07887,25.486525,117.47312,8.2308338,0.0170826,0,0.4586325,0,0,0.232432,1
12,6,8,3,5,4,6,2,9,4,0.4661779,0.0500636,0.7900786,0.2332649,0.3448871,0.484078,0.8167449,0.1501483,0.1880843,0.0123335,0,0,0,101.2133,30.354165,132.43963,22.327101,124.90238,15.22852,0.3476867,0,0.078426,0,0.0817126,0,1
7,4,7,6,5,4,4,5,9,4,0.16576,0.1925885,0.5266375,0.6348988,0.5534088,0.706571,0.3813343,0.2679853,0.1162813,0,0,0,0,99.102375,51.80655,122.73875,13.455505,134.3985,20.291975,0,0,0.294922,0,0,0.1813943,1
10,3,8,4,9,5,8,5,7,5,0.1323144,0.0770526,0.4245163,0.393015,0.550206,0.4684948,0.5773971,0.0796206,0.1524835,0,0,0,0,94.459137,47.16794,130.70225,11.990958,130.695,10.428387,0.1949683,0,0,0.2314732,0,0.420411,1
6,4,6,3,10,4,10,1,4,3,0.1073336,0.1381365,0.740564,0.6429195,0.2631374,0.5674153,0.612854,0.1966783,0.5510069,0,0,0,0.25,128.5663,27.532875,130.68925,15.766122,126.62375,12.441092,0.0695542,0,0.3603625,0,0,0,1
8,4,4,1,11,4,5,1,5,2,0.2628733,0.1976124,0.6892895,0.7093095,0.2221558,0.689565,0.6092772,0.2080537,0.3250228,0,0,0.1907463,0,112.8516,56.0545,127.916,11.835795,133.94475,13.263417,0.388191,0,0,0,0,0,1
12,4,5,3,6,4,6,6,7,5,0.2773151,0.1250324,0.4453325,0.6097972,0.4576392,0.5949855,0.5214353,0.078798,0.3149922,0,0,0,0,116.44925,33.89119,139.21775,21.218212,122.091,8.9316918,0.1850688,0,0,0,0,0.6803322,1
10,5,4,5,7,4,8,4,8,4,0.2229528,0.1501244,0.5186451,0.5868774,0.3026384,0.664318,0.5919351,0.142561,0.226015,0,0,0,0,132.9988,33.293588,130.59353,20.46725,126.40847,13.64136,0.2529681,0,0.0520659,0.0289342,0,0.5253755,1
9,4,6,4,10,6,7,4,11,3,0.2395114,0.0869724,0.5580536,0.3961817,0.4983595,0.5593997,0.6027783,0.0557581,0.1103749,0,0,0,0,119.56557,46.99482,131.14187,14.780879,133.18975,9.4435238,0.0974841,0,0.2082637,0.1157366,0,0.371778,1
9,2,8,2,9,5,12,4,2,5,0.5001963,0.0622886,0.84248,0.203355,0.4386603,0.3599695,0.78403,0.2855895,0.2223047,0.0440786,0,0,0,98.868275,81.18975,120.843,20.007075,130.061,15.297515,0.0537716,0,0.158137,0,0,0,1
5,5,7,3,9,3,9,5,8,5,0.2243273,0.1409531,0.6587369,0.6804631,0.4934918,0.4970625,0.5472753,0.2667561,0.2281602,0.0013138,0,0.0855785,0.25,122.12591,33.921217,126.04737,15.900285,127.33463,21.918511,0.1674045,0,0.1920608,0.0233245,0.132048,0.0846295,1
7,4,9,3,11,5,2,6,12,6,0.1166706,0.296238,0.1206858,0.6417027,0.8011058,0.569883,0.3328063,0.5487108,0.2313848,0,0,0,0,88.987925,79.3314,123.77375,22.170825,119.12,26.874825,0.1229425,0,0,0,0.4225535,0.4522088,1
12,4,9,3,7,5,5,3,10,5,0.2275801,0.0742002,0.7666029,0.2069813,0.4924837,0.3649891,0.7829841,0.0777103,0.012397,0,0,0,0,89.550287,31.51723,131.789,23.946088,128.05275,7.29893,0.3958373,0,0,0,0,0,1
11,5,9,5,7,4,6,4,8,5,0.1953822,0.2117631,0.6706862,0.3469632,0.4906774,0.4241156,0.7156817,0.0998469,0.1356023,0,0,0,0,107.96567,26.536388,130.79994,23.700511,126.97694,11.270446,0.2991059,0,0,0.0578683,0,0.3475658,1
8,3,10,2,5,2,13,6,5,3,0.1281951,0.034061,0.6192405,0.2551728,0.5148598,0.610301,0.3010302,0.4542974,0.1820723,0,0,0,0,103.2335,45.80309,127.30975,18.529962,120.6415,18.787947,0.1850688,0,0,0,0,0.6450908,1
5,5,5,4,9,5,12,3,9,2,0.146838,0.1210526,0.5997391,0.4541035,0.3663268,0.7121161,0.449695,0.2575407,0.2001998,0,0,0,0.125,119.1535,45.823107,124.40013,21.255437,129.705,13.568948,0,0,0,0,0,0.6456904,1
2,2,8,4,5,6,14,3,8,1,0.2564106,0.0380946,0.4332865,0.3704545,0.477385,0.760953,0.561906,0.209618,0.640656,0,0,0,0,139.1175,15.55718,130.5525,28.7453,112.7095,16.417635,0,0,0.4586325,0,0,0.4987915,1
9,5,8,5,7,3,8,5,10,4,0.2640375,0.0513112,0.7435009,0.3385162,0.3868436,0.4300536,0.7630733,0.1059678,0.1367482,0.0061667,0,0,0.25,109.03866,26.452512,126.75006,19.359913,126.39369,14.93548,0.3178891,0,0.039213,0,0.0408563,0,1
6,4,7,6,8,4,8,6,9,5,0.1325903,0.0583614,0.5280317,0.4203464,0.56048,0.478705,0.6072647,0.1111172,0.2667726,0,0,0,0.25,110.85338,38.815195,121.71587,16.213309,123.75344,14.524914,0.1165756,0,0,0,0,0.3883074,1
9,6,3,5,9,5,13,3,7,3,0.126551,0.110139,0.6760011,0.7041013,0.2095739,0.8314021,0.656358,0.145026,0.2840754,0,0,0,0.0625,137.86175,26.877094,124.15256,23.343769,121.3325,10.514444,0.404749,0,0,0,0,0.3228452,1
6,6,8,6,9,3,11,5,11,5,0.1307658,0.0556201,0.0986189,0.454018,0.1933005,0.4480475,0.4521805,0.129308,0.2546739,0,0,0,0,145.1395,20.7981,136.1745,5.26149,123.058,8.869755,0,0,0,0.4629465,0,0.7665605,1
6,5,8,2,9,4,4,6,13,5,0.3291599,0.2531612,0.3574093,0.5384802,0.6405189,0.4461307,0.3970458,0.5375042,0.1807877,0,0,0,0,123.98578,67.710562,129.11738,25.860563,123.86263,21.039344,0.0614712,0,0.1041319,0,0.2112768,0.4239665,1
10,5,11,3,8,4,11,5,4,6,0.183265,0.0976829,0.5090893,0.335631,0.672066,0.393428,0.666938,0.1277811,0.2496738,0,0,0,0,98.43705,46.2244,127.9795,10.56147,126.154,4.386735,0.101845,0,0,0.4629465,0,0.426196,1
13,5,9,3,4,3,15,3,3,5,0.1183546,0.1752958,0.5034766,0.4253901,0.3591416,0.2687178,0.6220695,0.2727876,0.3420565,0,0,0,0,141.34756,17.768617,123.44175,8.973615,132.01387,12.178284,0.048456,0,0.1967065,0.1157366,0,0.2054728,1
11,5,8,3,7,4,9,6,6,6,0.23029,0.1113577,0.4772109,0.4727141,0.5648526,0.4942067,0.5941866,0.1032896,0.282333,0,0,0,0,107.44315,40.057795,133.59862,15.889841,124.1225,6.6592134,0.1434569,0,0,0.2314732,0,0.5532641,1
6,4,9,6,7,3,9,6,8,5,0.0937343,0.1166374,0.6921203,0.4721572,0.4593676,0.5084757,0.6247999,0.1049467,0.1330518,0,0,0,0.25,117.19764,39.006441,124.37994,15.986321,128.24953,14.064053,0.3070711,0,0.041302,0.0811928,0.0345856,0.0532745,1
8,5,3,3,7,5,9,2,7,4,0.3574592,0.0959094,0.7692285,0.8556918,0.6234072,0.5544665,0.3884385,0.3484192,0.2171515,0,0,0.342314,0,146.76125,59.94455,122.964,22.9572,132.97625,8.73804,0.2349208,0,0,0,0,0.1964545,1
7,6,12,2,10,4,8,5,10,6,0.3592688,0.1617927,0.4444973,0.4992001,0.6929249,0.5041871,0.5365692,0.3235127,0.4983285,0.0013138,0,0,0.0625,99.645331,44.382007,130.70119,15.251417,119.17675,24.263733,0.1556352,0,0.2004551,0.1623857,0.2640959,0.338157,1
6,6,11,4,8,2,8,5,5,5,0.2987917,0.1749419,0.7858687,0.2570761,0.6520615,0.4032086,0.5864251,0.1072145,0.4389163,0,0,0,0,110.66302,22.283223,128.88694,16.471393,120.97306,21.704831,0.1011873,0,0.313704,0.0578683,0,0.3475658,1
5,4,4,4,8,2,10,4,7,4,0.1663302,0.0667564,0.8156619,0.6451562,0.1819061,0.4797436,0.5925772,0.1016203,0.271222,0,0,0,0.25,121.3194,32.175007,121.75125,12.0553,127.31497,17.724081,0.0695542,0.0316647,0.3047345,0.0233245,0,0,1
7,5,10,2,12,4,5,6,12,6,0.2398983,0.2747943,0.2774615,0.5769616,0.7103305,0.5604543,0.3637604,0.5031586,0.3410713,0.0006569,0,0,0.03125,93.535066,65.337153,128.54184,20.032359,120.24312,27.642841,0.1392888,0,0.1002276,0.0811928,0.3433247,0.3044857,1
2,3,8,5,6,4,9,3,7,3,0.1216442,0.0553928,0.4082441,0.2437324,0.6640143,0.7229971,0.5407098,0.2449532,0.4776341,0,0,0,0.125,143.31506,36.17032,126.8065,23.450794,116.89425,10.912666,0,0,0.5370585,0,0,0.106821,1
8,5,12,2,11,6,7,5,9,7,0.19746,0.2517765,0.2635155,0.6598925,0.7550085,0.4689985,0.511585,0.4112776,0.2957499,0,0,0,0,92.993075,66.4354,128.47575,18.990385,119.6835,17.655967,0.173865,0,0,0.2314732,0.4225535,0.4839125,1
5,4,12,4,9,2,8,5,9,4,0.4432865,0.0100679,0.6134545,0.1386358,0.7156635,0.3833507,0.5388355,0.1314437,0.4752225,0,0,0,0,106.6734,29.285612,125.5055,6.1802075,118.4575,25.613725,0,0.126659,0.7013877,0.1865962,0,0,1
9,7,11,3,5,2,7,6,4,4,0.4115202,0.0207415,0.4695555,0.313837,0.6132795,0.658093,0.6362615,0.0506887,0.331004,0.0052553,0,0,0,97.2492,40.59585,136.699,0.9064535,139.5375,13.131094,0.685322,0,0,0,0,0,1
4,4,4,4,8,2,10,5,5,5,0.3708966,0.1183702,0.6956016,0.3230202,0.2652943,0.355839,0.5563988,0.1449057,0.3935452,0,0,0,0,130.73195,54.230243,121.90878,27.12224,122.04222,11.820575,0.0505936,0,0.3683399,0.0289342,0,0.3180625,1
10,5,5,6,7,5,11,3,5,4,0.1159178,0.1399708,0.7197902,0.727323,0.271378,0.7958051,0.7016095,0.0903086,0.2743213,0,0,0,0,137.05062,31.696551,125.80219,20.506008,120.78703,10.472803,0.5677744,0,0.041302,0.0811928,0.0345856,0.0532745,1
8,4,6,5,8,5,10,4,7,4,0.237728,0.1125006,0.5456134,0.526201,0.2977798,0.4893654,0.6297643,0.1343738,0.2839907,0.0089703,0,0,0,122.76224,46.205048,125.75664,17.000787,125.76045,15.262445,0.1956551,0.0316647,0.2946159,0.0377916,0,0.2626877,1
7,2,5,5,7,3,9,4,6,2,0.1162024,0.0480203,0.5444673,0.2785032,0.5582445,0.4704033,0.6351233,0.2125674,0.2760468,0,0,0,0.125,109.52313,29.81798,128.96425,13.005833,122.03419,17.869654,0.0445528,0,0.3120065,0,0,0.2069131,1
10,3,7,5,8,5,8,4,7,4,0.1984569,0.2329603,0.6603226,0.4817526,0.4324173,0.3867015,0.7019926,0.0574274,0.233105,0,0,0,0,101.67881,35.520894,132.53047,20.479491,133.68647,18.164973,0.4262372,0,0,0.0289342,0,0.1737829,1
8,5,7,2,11,5,8,3,6,6,0.1569023,0.1833595,0.5946772,0.812058,0.4545555,0.4705917,0.539747,0.2616141,0.2688103,0,0,0,0,104.26034,50.2874,128.42562,14.40664,126.06675,18.100284,0.1564868,0,0.1310463,0.1157366,0.2112768,0.2419563,1
9,4,5,3,9,5,4,5,9,5,0.333491,0.1993149,0.3605804,0.7130721,0.5674683,0.6396082,0.3645194,0.3071223,0.3564432,0,0,0,0,115.55971,68.203725,128.80588,22.748638,121.38675,17.460985,0.0956365,0,0,0,0.2112768,0.4415726,1
8,2,9,2,6,3,14,5,1,4,0.2660886,0.0386909,0.769646,0.1557735,0.6019211,0.4839372,0.50053,0.5345922,0.1307634,0.0220393,0,0,0,98.247888,81.185025,119.618,21.109988,122.715,18.573307,0.0268858,0,0.0790685,0,0,0.395695,1
2,5,4,5,11,4,9,6,10,4,0.1978481,0.0793108,0.4055503,0.3374126,0.1349281,0.3529355,0.4521379,0.0747348,0.208779,0,0,0,0,153.03598,40.992171,131.98939,14.16824,126.88111,13.187337,0.0252968,0,0.18417,0.0144671,0,0.4993958,1
10,5,6,2,10,2,9,1,5,3,0.132076,0.2187162,0.7980337,0.4441303,0.0779164,0.4763412,0.7220905,0.1809172,0.8047275,0,0,0,0.5,106.75755,25.285,133.93825,15.295822,131.863,13.178775,0.2445467,0,0,0,0.118576,0,1
7,6,11,6,5,3,5,5,5,4,0.2185147,0.0382509,0.657783,0.4712936,0.6772738,0.5179273,0.8247847,0.4416229,0.3330621,0.0030834,0,0,0.125,115.06833,46.922756,124.72903,11.757287,123.77084,9.04208,0.1589445,0,0.411374,0,0.0204282,0,1
10,2,9,2,10,5,8,4,8,5,0.4301844,0.2243888,0.4631774,0.4540965,0.5596295,0.5250602,0.5633983,0.6184348,0.168507,0.0440786,0,0,0,92.5969,86.40465,124.36775,22.1944,126.75625,26.788525,0.0643204,0,0,0,0.2112768,0.1354073,1
10,3,9,3,11,2,3,7,14,3,0.3061424,0.1292469,0.2780666,0.4648171,0.6923229,0.5383084,0.4796814,0.4320621,0.2100199,0,0,0,0,134.23289,34.442406,129.77169,14.374821,125.11781,21.638572,0.0307356,0,0.4008909,0.3731925,0.1056384,0.2119833,1
4,3,7,6,13,2,9,6,13,6,0.1121815,0.0568914,0.2712866,0.5277608,0.3275496,0.1953925,0.5598855,0.0759872,0.1084294,0,0,0,0,128.01549,22.856796,133.1987,21.94377,124.59955,15.932919,0.4869864,0,0.092085,0.0072335,0,0.2496979,1
8,4,11,2,9,4,9,6,7,5,0.2711817,0.1465828,0.527471,0.4132829,0.7112347,0.4919487,0.4622912,0.5163824,0.2645337,0.0110197,0,0,0,97.381162,70.619266,124.25975,20.490074,119.1405,23.861604,0.090282,0,0.1615634,0.0466491,0.2640959,0.3671066,1
9,4,8,3,11,7,7,5,6,4,0.1846547,0.1056747,0.7472468,0.2556064,0.7302262,0.4000963,0.6900852,0.0286342,0.0621937,0,0,0,0,100.75033,62.80076,128.41094,13.297539,135.55088,7.5157919,0.1505871,0,0.1041319,0.0578683,0,0.185889,1
7,3,8,5,6,5,8,3,8,4,0.1652687,0.1834422,0.6781398,0.5712289,0.3627395,0.7263748,0.4983487,0.1046233,0.1461747,0,0,0,0,127.02363,56.108585,129.18219,18.197639,130.98138,13.692637,0.3238703,0,0.1041319,0.0578683,0.0691713,0.185889,1
10,5,7,2,7,5,4,3,11,4,0.4163734,0.0481026,0.7430346,0.1731259,0.5462808,0.4519375,0.6985509,0.1112081,0.1280075,0.0061667,0,0,0,128.2249,46.532107,137.42156,22.692176,123.23894,10.964398,0.1738433,0,0.2474767,0,0.0408563,0.213642,1
10,3,9,5,9,5,9,3,8,2,0.4948812,0.0611414,0.5155335,0.3616982,0.4273172,0.4000147,0.7227112,0.2238652,0.2396417,0.0220393,0,0,0,124.04665,53.216712,124.9145,11.755707,124.153,22.827075,0.1360431,0.126659,0.3876837,0.1865962,0.1634252,0,1
9,4,6,4,10,6,7,4,11,3,0.2395114,0.0869724,0.5580536,0.3961817,0.4983595,0.5593997,0.6027783,0.0557581,0.1103749,0,0,0,0,119.56557,46.99482,131.14187,14.780879,133.18975,9.4435238,0.0974841,0,0.2082637,0.1157366,0,0.371778,1
9,7,6,5,9,5,7,3,4,3,0.3170638,0.159685,0.7860959,0.4751351,0.3688287,0.3414078,0.7175126,0.0538632,0.2907217,0,0,0,0,136.13851,38.756211,130.04797,19.086796,121.82103,22.169265,0.3198306,0,0.156852,0.0289342,0.3268505,0.1737829,1
8,5,8,5,6,2,9,5,9,4,0.2003349,0.032665,0.5197442,0.3846578,0.3573298,0.6074443,0.5076115,0.1135606,0.3409195,0,0,0,0.25,109.9111,23.71239,126.78125,9.2223575,124.11325,17.327877,0,0,0.156852,0.2314732,0,0.420411,1
7,2,8,5,13,3,8,5,13,5,0.1330132,0.0607222,0.3475383,0.5571454,0.5092653,0.2986246,0.6352057,0.0664989,0.0592274,0,0,0,0,111.28028,25.85812,132.77494,22.250089,127.75387,14.061012,0.5230801,0,0.1041319,0.0578683,0,0.185889,1
7,4,10,3,7,2,11,4,6,3,0.2530976,0.1201889,0.5669487,0.3623106,0.4763073,0.6401499,0.5319353,0.3375686,0.4516863,0,0,0,0.125,114.91938,46.398962,128.733,16.741872,121.74762,9.4934213,0.142925,0,0.1146581,0.2314732,0.0053408,0.4109455,1
14,6,4,5,5,5,8,1,9,3,0.2287235,0.0728626,0.7744415,0.5511305,0.093088,0.7453045,0.8395185,0.0837446,0.1901078,0,0,0,0,124.23525,5.41508,129.8105,28.5169,117.526,6.598565,0.605618,0,0,0,0,0,1
10,4,6,2,8,5,4,5,10,4,0.321942,0.085587,0.5706615,0.3613921,0.6026569,0.5073912,0.5508961,0.0755329,0.1914614,0,0,0,0,135.84287,48.30062,140.81063,22.137731,121.83325,7.8159834,0.0925344,0,0.2082637,0,0,0.5538081,1
8,4,9,5,9,5,8,6,7,5,0.1391945,0.1111561,0.7196836,0.3638818,0.5947969,0.454286,0.6574425,0.0667904,0.0976228,0,0,0,0.125,108.97399,50.9036,126.39544,14.64193,131.9002,10.789922,0.2288291,0,0.0727169,0.0695306,0.0172928,0.1195818,1
8,5,9,6,7,4,8,5,6,4,0.2281213,0.0753758,0.6016982,0.4987473,0.4875268,0.5036464,0.7272745,0.2879983,0.3085264,0.0060269,0,0,0.0625,118.91529,46.563902,125.24284,14.379037,124.76565,12.152262,0.1772998,0.0158324,0.3529949,0.0188958,0.0102141,0.1313439,1
11,5,10,4,6,3,15,3,6,5,0.1890615,0.1544834,0.4724626,0.4586013,0.3077329,0.3927896,0.5887583,0.2585723,0.479409,0,0,0,0.125,127.76966,15.222116,128.449,12.386405,124.79969,12.044057,0.024228,0,0.0983533,0.2893416,0,0.4405323,1
2,4,10,4,5,4,11,3,4,3,0.3483426,0.0038112,0.4766827,0.2140398,0.7966135,0.717953,0.70401,0.1548553,0.6662778,0.0026277,0,0,0,129.31935,34.8599,129.23375,16.815577,120.36075,14.483135,0.1575922,0,0.6154845,0,0,0,1
7,5,7,4,9,4,7,4,12,4,0.2486674,0.0508809,0.3973047,0.2835025,0.4704875,0.4339222,0.5162688,0.1007879,0.1613023,0,0,0,0,150.188,41.754075,139.289,14.15937,122.31675,7.785015,0,0,0.2082637,0.2314732,0,0.5969222,1
6,5,9,4,7,4,10,4,5,4,0.2715174,0.1255821,0.6149928,0.3461865,0.5638228,0.5852132,0.5783666,0.1552222,0.5613221,0,0,0,0.0625,129.09801,25.958359,129.98291,20.978959,119.22309,14.967832,0.0591349,0,0.3861682,0.0289342,0,0.2899989,1
4,5,4,4,11,7,10,3,9,3,0.1627825,0.1186665,0.5903315,0.5459761,0.3345512,0.5765996,0.6141356,0.0457532,0.1368406,0.0089703,0,0,0,119.40038,56.928737,121.39238,17.867446,135.52875,9.2359763,0.0946323,0,0.1739631,0,0,0.323145,1
9,5,9,3,9,6,10,4,8,4,0.2078127,0.1076411,0.5752697,0.4551118,0.518384,0.4260297,0.6897557,0.1103627,0.2025445,0.0089703,0,0,0,113.40952,50.129987,127.80075,12.301419,129.87813,8.5859163,0.1200936,0,0.1990265,0.2314732,0,0.2938843,1
6,3,9,5,13,3,9,6,11,6,0.095169,0.068158,0.4040091,0.4721654,0.5343408,0.1673569,0.641199,0.0576811,0.0597378,0,0,0,0,110.24027,32.260428,131.62135,21.35526,127.35728,14.033099,0.5315847,0,0.0460425,0.0036168,0,0.1248489,1
9,6,4,5,8,6,9,2,9,3,0.195753,0.0957646,0.6823865,0.5485533,0.2138196,0.660952,0.726827,0.0647489,0.1634742,0.0044852,0,0,0,121.81782,31.171909,125.60144,23.192173,126.52738,7.9172706,0.3501252,0,0.0869816,0,0,0.1615725,1
10,5,8,4,10,5,8,5,9,5,0.2048662,0.1650949,0.3588255,0.7039783,0.4856792,0.6743852,0.5289919,0.2919138,0.3642491,0,0,0,0,112.82927,40.559648,128.81262,18.215965,117.86713,19.438961,0.2792136,0,0.1220291,0.1623857,0.2640959,0.3794646,1
8,4,8,4,10,5,7,2,3,5,0.2479283,0.3642125,0.604503,0.6286668,0.686947,0.4633147,0.5843505,0.3231556,0.0654056,0,0,0.342314,0,124.45825,41.7495,124.5755,29.365025,135.02475,14.679995,0.449838,0,0,0,0,0.242463,1
9,4,6,4,10,5,10,1,4,3,0.3224611,0.1204206,0.770845,0.5581257,0.2508484,0.4619591,0.7525382,0.2369834,0.3494352,0.0220393,0,0,0.125,129.1289,49.202987,128.73512,18.202486,127.02988,17.517746,0.1708202,0,0.1801813,0,0.1634252,0,1
9,4,9,4,11,4,5,6,12,4,0.2373182,0.1471499,0.3469797,0.5849287,0.6210495,0.5530815,0.511279,0.3174039,0.3366678,0,0,0,0.125,116.2564,40.608992,127.96075,16.782873,121.51669,20.522504,0.106024,0,0.1744125,0.1865962,0.2112768,0.3423204,1
4,4,7,6,4,4,11,4,7,6,0.0911957,0.3043442,0.7627641,0.4847011,0.2907598,0.7260088,0.5688404,0.1234708,0.2229054,0,0,0,0.125,144.17632,54.80172,119.87297,23.90481,126.40177,17.257777,0.3326386,0,0.020651,0.0405964,0.1556353,0.0266373,1
5,3,6,4,9,3,2,6,9,6,0.058337,0.1028957,0.2875255,0.2348513,0.8316505,0.5268373,0.4074791,0.2566131,0.1159989,0,0,0,0,107.07663,69.8014,123.36,19.17865,120.9555,15.639638,0,0,0,0,0,0.5764305,1
6,3,7,6,8,3,9,6,9,3,0.0890497,0.0502896,0.6206953,0.3611353,0.4935223,0.4232162,0.6722625,0.1371773,0.1807295,0,0,0,0.3125,113.19358,26.18442,125.01237,14.699279,124.95959,16.256047,0.1663221,0,0.1560033,0,0,0.1034566,1
8,6,10,5,9,4,11,5,8,6,0.1570154,0.0766515,0.3038541,0.3948245,0.4326832,0.4207378,0.5595592,0.1285445,0.2521738,0,0,0,0,121.78827,33.51125,132.077,7.91148,124.606,6.628245,0.0509225,0,0,0.4629465,0,0.5963782,1
10,4,7,3,8,2,7,6,7,4,0.0487443,0.2438708,0.2331716,0.3861996,0.5540551,0.4970554,0.2483922,0.6040021,0.0787226,0,0,0,0,106.87731,56.618668,125.72075,18.979455,125.27688,20.473434,0,0,0.1967065,0.1157366,0,0.2054728,1
7,3,6,4,10,5,10,2,5,3,0.1544326,0.196147,0.6952615,0.6297308,0.3186472,0.4583514,0.6505787,0.1058431,0.4408073,0,0,0,0.125,111.97913,36.019137,132.47512,16.512296,133.50988,18.750296,0.3114614,0,0.1801813,0,0,0,1
